premise,choice1,choice2,question,label,idx,changed
Il pesce ha morso la lenza.,Il pescatore ha tirato su il pesce.,Il pescatore ha buttato di nuovo la lenza.,effect,0,240,True
La ragazzina era in imbarazzo ad andare a scuola.,Aveva un brufolo.,Si è tolta l'apparecchio per i denti.,cause,0,241,False
Il mio viso si è illuminato.,Ho ricevuto delle buone notizie.,Ho perso la pazienza.,cause,0,242,False
Ho asciugato le mie mani con un asciugamano.,L'asciugamano era bagnato.,Le mie mani erano bagnate.,cause,1,243,False
L'uomo ha perso l'equilibrio sullo sgabello.,Lo sgabello traballava sotto di lui.,Ha rovesciato della pittura sullo sgabello.,cause,0,244,False
I compagni di squadra si sono incolpati a vicenda.,Hanno perso la partita.,Il loro allenatore ha cancellato l'allenamento.,cause,0,245,False
Ho chiesto perdono.,Mi sono pentito del mio errore.,Ho raggiunto il mio obiettivo.,cause,0,246,False
La donna si è annoiata con il suo fidanzato.,Lui chiedeva domande su di lei.,Parlava di se stesso in maniera incessante.,cause,1,247,False
La ragazza ha sfoderato un sorriso.,Le sue guance sono arrossite.,Sono emerse le fossette.,effect,1,248,False
La nave nemica è esplosa.,È passata su di una mina.,È attraccata in porto.,cause,0,249,False
L'uomo si è perforato un piede.,Ha calpestato una pozzanghera.,Ha calpestato del vetro rotto.,cause,1,250,False
Gli investigatori hanno controllato le impronte sulla scena del crimine.,Hanno scoperto l'identità dell'assassino.,Hanno trovato l'arma del delitto sulla scena del crimine.,effect,0,251,False
C'era molto traffico sull'autostrada.,Ho preso una deviazione.,Ho chiesto un passaggio.,effect,0,252,False
L'economia nazionale era in declino.,Molte persone si sono ammalate.,Molte persone hanno affrontato la disoccupazione.,effect,1,253,False
Il vigile urbano ha soffiato il fischietto ai bambini.,I bambini stavano per attraversare con il traffico in arrivo.,Il vigile li ha riconosciuti dal suo quartiere.,cause,0,254,False
Ho alzato gli occhi al cielo con il mio amico.,Mi ha detto la verità.,Ha fatto un commento sarcastico.,cause,1,255,False
L'auto è rimasta senza benzina.,L'autista è rimasto bloccato sulla strada.,L'autista ha preso su un autostoppista.,effect,0,256,False
La donna è entrata in travaglio.,Il bambino è stato partorito.,La donna aveva la nausea mattutina.,effect,0,257,False
Il cappello dell'uomo è volato via.,L'uomo si è tolto il cappello.,Tirava vento fuori.,cause,1,258,False
La ragazza ha partecipato alla festa di compleanno della sua compagna di classe.,Ha ricevuto un invito.,Ha comprato un regalo.,cause,0,259,False
La fronte del ragazzo scottava.,Sua madre ha misurato la febbre.,Sua madre l'ha portato al parco.,effect,0,260,False
L'uomo si è spruzzato il profumo.,Voleva fare colpo sulla sua accompagnatrice.,Si è ingellato i capelli.,cause,0,261,False
L'elettricità in casa è saltata.,Ho cercato una torcia.,Ho raccolto una pala.,effect,0,262,False
La famiglia ha traslocato in una casa più grande.,Il figlio si è diplomato al liceo.,La madre ha dato vita a due gemelli.,cause,1,263,False
La maratoneta manteneva un ritmo lento.,Voleva risparmiare energie.,Ha scorto il traguardo.,cause,0,264,False
Il ragazzo ha preso a calci il distributore automatico.,Il distributore ha sputato fuori il resto.,Il pacco di patatine era rimasto incastrato dentro.,cause,1,265,False
Il cane del mio amico è morto.,Ho alzato gli occhi al cielo.,L'ho abbracciato.,effect,1,266,False
La carta di credito dell'imprenditore è stata rifiutata.,Ha scritto una cambiale.,Ha pagato in contanti.,effect,1,267,False
L'uomo imprecò.,Si è tagliato le unghie.,Ha sbattuto il dito.,cause,1,268,False
L'uomo era fiero di suo fratello.,Suo fratello ha litigato con i loro genitori.,Suo fratello è entrato a giurisprudenza.,cause,1,269,False
La ragazza voleva saperne di più sul sistema solare.,È andata alla biblioteca.,Ha guardato le stelle.,effect,0,270,False
Il poster si è attaccato al muro.,Ho posizionato il poster sopra la porta.,Ho messo del nastro adesivo dietro il poster.,cause,1,271,False
Il cliente ha approvato il progetto del palazzo creato dall'architetto.,L'architetto ha costruito il palazzo.,L'architetto ha sistemato il progetto.,effect,0,272,False
L'uomo ha fatto cadere il suo cucchiaio.,La sua mano stava tremando.,Ha leccato il cucchiaio.,cause,0,273,False
L'amministratore delegato della società si è dimesso.,Il consiglio di amministrazione ha sciolto la società.,Il consiglio di amministrazione ha trovato il suo sostituto.,effect,1,274,False
Sono arrivato tardi a lezione.,Ho trovato posto in fondo all'aula.,Mi sono avvicinato al podio.,effect,0,275,False
L'uomo è stato rilasciato dal carcere.,La sua famiglia ha pagato la cauzione.,Lui ha attaccato un altro prigioniero.,cause,0,276,False
La famiglia ha perso tutti i suoi averi.,Hanno venduto la casa.,La loro casa è andata in fiamme.,cause,1,277,False
Ho calpestato la lattina.,La lattina è stata riciclata.,La lattina è stata schiacciata.,effect,1,278,False
La ragazza si è unita al gruppo di dibattito.,Ha imparato ad usare un computer.,Ha imparato delle abilità comunicative.,effect,1,279,False
Il mio umore è migliorato.,Ho ascoltato della musica.,Ho lavato i piatti.,cause,0,280,False
L'ente di beneficenza si è posto l'obiettivo di raccogliere fondi.,Hanno nutrito i senzatetto.,Hanno indetto un'asta.,effect,1,281,True
La vettura si è tuffata lungo la discesa repentina delle montagne russe.,I passeggeri hanno riso.,I passeggeri hanno urlato.,effect,1,282,False
Ero furioso.,Ho controllato la cassetta della posta prima lasciare casa.,Ho sbattuto la porta uscendo di casa.,effect,1,283,False
L'uomo voleva vedere l'alba.,Ha viaggiato verso nord.,Si è alzato presto.,effect,1,284,False
Ho piegato il foglio.,Ho riciclato il foglio.,Il foglio si è stropicciato.,effect,1,285,False
La nazione ha subito un disastro naturale.,I capi delle altre nazioni hanno creato un'alleanza.,I capi delle altre nazioni hanno mandato dei soccorsi d'emergenza.,effect,1,286,False
I vestiti del ragazzo si sono inzuppati.,Si è arrampicato fuori dalla piscina.,È caduto in piscina.,cause,1,287,False
Lo studente ha finito il libro in fretta.,Era tempo di riportarlo in biblioteca.,L'ha preso in prestito da un amico.,cause,0,288,False
Il criminale è stato giustiziato.,È stato sbattuto in prigione.,È stato incriminato di omicidio.,cause,1,289,False
La luce del sole era entrata nella stanza.,Ho aperto le tapparelle.,Ho aperto la porta con la chiave.,cause,0,290,False
Ho strappato i capelli all'impostore.,La sua parrucca si è staccata.,È diventato pelato.,effect,0,291,False
L'editore ha riformulato una frase del manoscritto.,Ha trovato il manoscritto interessante.,Ha ritenuto la frase poco chiara.,cause,1,292,False
La donna ha cancellato il conto della sua carta di credito.,Si è accorta di aver perso la carta.,Si è accorta che la carta era scaduta.,cause,0,293,False
L'uomo e la donna si innamorarono.,Sono andati all'università.,Si sono sposati.,effect,1,294,False
La musica era troppo bassa per essere sentita.,Ho alzato il volume.,Ho composto una mia canzone.,effect,0,295,False
I capelli del ragazzo erano arruffati.,La ragazza li ha scompigliati.,La ragazza li ha tirati.,cause,0,296,False
L'insetto è statto schiacciato.,Mi sono spruzzata lo spray repellente addosso.,Ho calpestato l'insetto.,cause,1,297,False
Ho aperto gli occhi.,Mi sono svegliato.,Mi sono rilassato.,cause,0,298,False
La musica del vicino era assordante.,Gli ho chiesto di abbassare il volume.,Gli ho chiesto di prestarmi il CD.,effect,0,299,False
La famiglia dell'uomo viveva in povertà.,Era parsimonioso con il suo stipendio.,Guadagnava meno del salario minimo.,cause,1,300,False
Lo studente si laureò all'università.,Cercò un lavoro.,Si trovò un passatempo.,effect,0,301,False
L'artista miscelò la tempera gialla con quella blu.,La tempera spruzzò dappertutto.,La tempera diventò verde.,effect,1,302,False
Cambiai argomento di conversazione.,Avevo finito le cose di cui parlare.,La conversazione divenne tesa.,cause,1,303,True
Mio fratello fu dimesso dall'ospedale.,Gli diedi il bentornato a casa.,Lo trattai con freddezza.,effect,0,304,False
La tenda sul parco si alzò.,Iniziò la scena di apertura dello spettacolo.,Gli attori dello spettacolo uscirono di scena.,effect,0,305,False
L'ostaggio si sottomise agi ordini del rapitore.,Il rapitore minacciò di fare del male all'ostaggio.,Il rapitore lasciò l'ostaggio da solo.,cause,0,306,False
Un rimbombo riverberò sul palco.,Il musicista batté il piede.,Il musicista pestò sul tamburo.,cause,1,307,False
I genitori accorsero alla camera da letto del figlio.,Il figlio si era svegliato da un incubo urlando.,Il figlio aveva paura di guardare sotto il letto.,cause,0,308,False
La donna comunicò attraverso la lingua dei segni.,Era nata prematura.,Era sorda dalla nascita.,cause,1,309,False
Ci fu siccità nella regione.,L'acqua fu contaminata.,Il raccolto andò distrutto.,effect,1,310,False
Il gatto diede la caccia all'uccello.,L'uccello volò via.,L'uccello catturò un verme.,effect,0,311,False
La ragazza cambiò scuola.,Erano le vacanze estive.,Si era transferita in una nuova città.,cause,1,312,False
Il padrone della fabbrica si rifiutò di aumentare il salario dei suoi operai.,Il padrone assunse un nuovo amministratore.,Gli operai andarono in sciopero.,effect,1,313,False
Il capo di partito si inimicò gli estremisti all'interno del proprio paese.,Gli estremisti lo influenzarono.,Gli estremisti lo assassinarono.,effect,1,314,False
Camminai a piedi nudi sulla spiaggia.,La sabbia si appiccicò ai miei piedi.,Le onde si infransero lungo la spiaggia.,effect,0,315,False
Mi svegliai nel mezzo della notte per il freddo.,Indossai i pantaloni della tuta.,Bevvi un bicchier d'acqua.,effect,0,316,False
La madre zittì suo figlio.,Suo figlio fece una smorfia di soddisfazione.,Suo figlio piagnucolava.,cause,1,317,False
I miei jeans si squarciarono.,Tirai su la cerniera.,Inciampai sul marciapiede.,cause,1,318,False
Il ragazzo indossava l'apparecchio.,Prese le carie.,Il suoi denti si raddrizzarono.,effect,1,319,False
Ieri mi esercitai in palestra.,Oggi mi  sono svegliato con i muscoli doloranti.,Oggi mi sono svegliato con la gola infiammata.,effect,0,320,False
Le ragazze continuavano a parlarsi all'orecchio a tavola.,Altri studenti si sedettero alla tavola.,Gli altri studenti a tavola si sentirono esclusi.,effect,1,321,False
La bambina atterrò sul tappeto elastico.,Si librò di nuovo in aria.,Decise di provare a fare una capriola.,effect,0,322,False
Depositai una lettera nella buca.,L'ufficio postale recapitò la lettera.,L'ufficio postale accelerò la lettera.,effect,0,323,False
Il giocatore d'azzardo era sicuro di sé.,Scommise tutto il suo denaro.,Tornò a casa squattrinato.,effect,0,324,False
L'incendio si diffuse per la foresta.,I venti si intensificarono.,Gli incendiari furono arrestati.,cause,0,325,False
Il bambino si sbucciò il ginocchio.,La madre lo mandò in camera sua.,La madre mise un cerotto sulla ferita.,effect,1,326,False
L'uomo soppravvisse a una malattia mortale.,Aveva firmato il suo testamento.,Aveva ricevuto un trapianto di organi.,cause,1,327,False
Bevvi un sorso del caffè bollente.,Mi morsi la lingua.,Mi scottai la lingua.,effect,1,328,False
L'editore licenziò la scrittrice.,La scrittrice evitava distorsioni nelle sue storie.,La scrittrice aveva mancato una scadenza importante.,cause,1,329,False
Mi sentivo esausto.,Dormii per tutto il giorno.,Studiai per tutto il giorno.,cause,1,330,True
La dottoressa fece una diagnosi al paziente.,Identificò i sintomi del paziente.,Prescrisse delle pillole al paziente.,cause,0,331,False
Mi grattai la pelle.,Era sudata.,Prudeva.,cause,1,332,False
L'uomo subì un intervento chirurgico d'urgenza.,Aveva perso il controllo.,Aveva avuto un infarto.,cause,1,333,False
I muscoli sul braccio dell'uomo sporsero.,Aveva contratto le braccia.,Aveva massaggiato le braccia.,cause,0,334,False
L'uomo sollevò le sopracciglia.,Era sorpreso.,Si sentiva scoraggiato.,cause,0,335,False
Scusai la gaffe del mio collega.,Credevo che aveva avuto buone intenzioni.,Credevo fosse più giudizioso.,cause,0,336,False
L'uomo smise di fumare.,Iniziò a esercitasi di più.,Iniziò a svegliarsi prima.,effect,0,337,False
La donna diede un pugno al naso dell'assalitore.,Il corpo dell'assalitore cadde esanime.,L'assalitore iniziò a sanguinare.,effect,1,338,False
La freccetta mancò il centro del bersaglio.,L'uomo aveva mirato male.,L'uomo stava perdendo la partita.,cause,0,339,False
Il proprietario richiese che un disinfestatore venisse a casa sua.,Scoprì dei topi in cantina.,Teneva un allevamento di formiche in camera sua.,cause,0,340,False
Proposi al mio ospite di cenare fuori.,Ero troppo stanco per preparare alcunché.,Il mio ospite aveva prolungato troppo la sua permanenza.,cause,0,341,False
La ragazza sorprese il fratello a sbirciare il suo diario.,Iniziò a nascondere il diario.,Comprò un diario nuovo.,effect,0,342,False
Alla donna mancavano i soldi per l'affitto.,Fece gli straordinari a lavoro.,Si licenziò da lavoro.,effect,0,343,False
La mano del mabino si ritrasse rapidamente.,Aveva toccato i fornelli caldi.,Aveva accarezzato la testa del cucciolo di cane.,cause,0,344,False
L'azienda voleva misurare la soddisfazione del cliente.,Offrirono uno sconto ai nuovi clienti.,Distribuirono un questionario fra i clienti.,effect,1,345,False
Il pavimento in legno era graffiato.,Il ragazzo aveva gettato i cuscini giù dal divano.,Il ragazzo aveva trascinato una sedia sul pavimento.,cause,1,346,False
Mi schermai la faccia.,Il mio nemico mi aveva schernito.,Il mio nemico aveva stretto il pugno.,cause,1,347,False
La famosa statua era bruciata.,Era stata colpita da un fulmine.,La gente veniva a venerarla.,cause,0,348,False
Lasciai la frutta fuori sul tavolo.,Dalla frutta caddero i semi.,Dei moscerini giravano attorno alla frutta.,effect,1,349,False
La ballerina si strappò un legamento.,Si era messa in punta di piedi.,Si era storta la caviglia.,cause,1,350,False
Il bambino aveva le scarpe slacciate.,Aveva imparato ad allacciarle.,Aveva corso in giro per il parco giochi.,cause,1,351,False
Il libro mi aveva ammaliato.,Restituii il libro.,Persi la cognizione del tempo.,effect,1,352,False
L'uomo aveva convinzioni simili a quelle dei suoi genitori.,I suoi genitori lo avevano influenzato.,I suoi genitori lo avevano ripudiato.,cause,0,353,False
La macchina rallentò gradualmente fino a fermarsi.,Aveva finito la benzina.,L'autista si era addormentato.,cause,0,354,False
L'uomo mangiò il gelato sotto il sole.,Il gelato perse il suo sapore.,Il gelato sgocciolò dal cono.,effect,1,355,False
Appesi un'opera d'arte in camera.,Il tappeto sembrava sporco.,Le pareti sembravano spoglie.,cause,1,356,False
Lasciai lavoro in anticipo.,Avevo mal di testa.,Il mio capo tenne un incontro.,cause,0,357,False
Il cucciolo insudiciò il tappeto.,Il proprietario rimproverò il cucciolo.,Il proprietario diede una ricompensa al cucciolo.,effect,0,358,False
Mi scusai con il mio amico.,Il mio amico mi perdonò.,Il mio amico si infuriò.,effect,0,359,False
L'uomo si stagliava fra la folla.,Portava uno zaino.,Indossava un giubbotto catarifrangente.,cause,1,360,False
Il testimone mentì sotto giuramento.,Completò la sua testimonianza.,Fu accusato di spergiuro.,effect,1,361,False
La donna si tinse i capelli.,Voleva un nuovo look.,Voleva passare inosservata.,cause,0,362,False
Gli immigrati furono sorpresi a risiedere illegalmente nel paese.,Trovarono un impiego.,Furono deportati.,effect,1,363,False
L'oratrice fece una battuta.,Il pubblico rise.,Il pubblico si alzò.,effect,0,364,False
Fissai il sole.,Il sole mi accecò.,Il sole abbronzò la mia pelle.,effect,0,365,False
Mi sentivo annoiato.,Sbuffai.,Sbadigliai.,effect,1,366,False
La bistecca era difficile da tagliare.,Il coltello era smussato.,La bistecca era cruda.,cause,0,367,True
La donna dichiarò bancarotta.,Riceveva assegni di mantenimento.,Aveva contratto un debito enorme.,cause,1,368,False
Le luci nell'appartamento del mio amico erano accese.,Mi chiesi se fosse uscito.,Decisi di passare a visitarlo.,effect,1,369,False
Misi il fiore sotto al naso.,I petali caddero dal fiore.,Percepii il profumo del fiore.,effect,1,370,False
La donna si sentiva nostalgica.,Si era imbattuta in un amico di infanzia.,Aveva sgridato i suoi bambini.,cause,0,371,False
Lo studente procrastinava il tema.,Consegnò il tema in anticipo.,Consegnò un tema incompleto.,effect,1,372,False
La mia macchina si è rotta.,Sono andato al centro commerciale.,Ho chiamato un meccanico.,effect,1,373,False
Buttai via l'appunto.,Era anonimo.,Era illeggibile.,cause,1,374,False
L'uccello sbatté le ali.,Depose le uova.,Si innalzò in cielo.,effect,1,375,False
Parcheggiai sul vialetto.,Il garage era aperto.,Il garage era pieno.,cause,1,376,False
Il criminale puntò la pistola contro la vittima.,Il criminale abbassò la pistola.,La vittima alzò le mani.,effect,1,377,False
Non vedevo l'ora del fine settimana.,Avevo intenzione di partecipare al funerale di mio zio.,Avevo intenzione di partecipare al matrimonio del mio amico.,cause,1,378,False
Persi cognizione del tempo.,Stavo sognando a occhi aperti.,Ero nauseato.,cause,0,379,False
La stampa del documento era illeggibile.,La stampante aveva quasi finito l'inchiostro.,La stampante aveva finito la carta.,cause,0,380,False
Lo stadio suonò l'inno nazionale.,I tifosi si rivolsero verso la bandiera.,I tifosi si precipitarono in campo.,effect,0,381,False
Il condimento era insipido.,Lo servii.,Ci misi del sale.,effect,1,382,False
Misi della carta assorbente sulla fuoriuscita.,La carta assorbì il liquido.,La fuoriuscita lasciò un residuo appiccicoso.,effect,0,383,False
La donna fu interrotta mentre leggeva il suo libro.,Mise un segnalibro sulla pagina.,Lesse il libro da capo.,effect,0,384,False
L'aereo incontrò qualche turbolenza.,L'uomo strinse la propria cintura di sicurezza.,L'uomo guardò fuori dal finestrino.,effect,0,385,False
Il ragazzo sussultò.,La ragazza lo aveva ignorato.,La ragazza lo aveva punzecchiato.,cause,1,386,False
I dottori diedero un arto artificiale al paziente.,Le avevano amputato la gamba.,Avevano monitorato le sue funzioni vitali.,cause,0,387,False
Il ragazzo pizzicò il gomito della ragazza.,Lei scrollò le spalle.,Lei ritrasse il braccio di scatto.,effect,1,388,False
Chiesi consiglio al mio amico.,Stimavo la sua opinione.,Sapevo di aver ragione.,cause,0,389,False
Il ragazzo camminò nel fango.,Il fango si attaccò alle sue scarpe.,Il fango lo colpì in faccia.,effect,0,390,False
Sulla città si depositarono svariati centimetri di neve.,Le scuole chiusero.,La gente si nascose sottoterra.,effect,0,391,False
Il turno dell'impiegato era finito.,Andò a casa per quel giorno.,Minacciò di licenziarsi.,effect,0,392,False
L'albero danneggiò la casa.,L'albero era caduto sul tetto.,L'albero faceva ombra sul giardino.,cause,0,393,False
Il legno si spaccò a metà.,Avevo impilato il legno nel camino.,Avevo fatto scendere un colpo d'ascia sul legno.,cause,1,394,False
La famiglia fece le sue congratulazioni alla coppia.,La coppia aveva annunciato che si stavano separando.,La coppia aveva annunciato che stavano avando un bambino.,cause,1,395,False
La ragazza aveva inviato al ragazzo un biglietto di S. Valentino.,Lui le piaceva.,Lei lo aveva baciato.,cause,0,396,False
Annuii all'affermazione del mio amico.,Ero confuso.,Ero d'accordo con lui.,cause,1,397,False
Gli amici lanciarono una moneta.,Volevano trovare un compromesso.,Volevano prendere la decisione giusta.,cause,1,398,True
Il timer aveva suonato in cucina.,L'uomo scaricò la spesa nel frigorifero.,L'uomo tirò fuori la pizza dal forno.,effect,1,399,False
La donna stabilì un obiettivo ambizioso.,Ha battuto la fiacca.,Ha lavorato duramente.,effect,1,400,False
L'uomo ricco morì di vecchiaia.,Suo figlio finì in qualche problema legale.,Suo figlio ereditò la sua fortuna.,effect,1,401,False
La donna calpestò le fiamme.,Le fiamme si spensero.,Del fumo si alzò dalle fiamme.,effect,0,402,False
La macchina della donna era dal meccanico.,Le era stata ritirata la patente.,Era finita in un incidente.,cause,1,403,False
Mi riaddormentai dopo la sveglia.,Preparai la colazione.,Saltai la colazione.,effect,1,404,False
La figura pubblica uscì dalla limousine.,Delle macchine fotografiche lo accecarono coi flash.,La sua famiglia partecipò alla conferenza stampa.,effect,0,405,False
La donna si trattenne nella vasca.,L'acqua del bagno divenne tiepida.,La vasca si prosciugò dell'acqua da bagno.,effect,0,406,False
Lo studente universitario voleva incontrare altri studenti nel campus.,Si unì a una confraternita.,Si laureò in ingegneria.,effect,0,407,False
Sollevai i cuscini del divano.,Cercavo monetine.,Stavo risistemando il salotto.,cause,0,408,True
La vespa volò verso il ragazzo.,Il ragazzo corse via.,Il ragazzo raccolse un fiore.,effect,0,409,False
La donna fu incriminata per un reato minore.,Fu condannata a svolgere dei servizi sociali.,Fu messa nel braccio della morte.,effect,0,410,False
Mischiai dello zucchero nel tè caldo.,Il tè fumava.,Lo zucchero si sciolse.,effect,1,411,False
Il veterano camminava zoppo.,Era stato arruolato per la guerra.,Si era infortunato in battaglia.,cause,1,412,False
Il criminale sfuggì alla polizia.,La polizia si prese cura della vittima.,La polizia inseguì il criminale.,effect,1,413,False
Il laptop non si accendeva.,L'avevo fatto cadere.,L'avevo caricato.,cause,0,414,False
La donna esaurì lo spazio nel suo armadio.,Aveva acquistato un ampio guardaroba.,Aveva piegato il bucato.,cause,0,415,True
L'uomo aveva il cuore spezzato.,La moglie aveva partorito.,La moglie l'aveva lasciato.,cause,1,416,False
L'uomo ottenne un diploma.,Divenne qualificato per il lavoro che voleva.,La sua offerta di lavoro fu ritirata.,effect,0,417,False
La voce dell'uomo si diffuse chiaramente per l'intero auditorio.,Salutò il pubblico.,Parlò nel microfono.,cause,1,418,False
Gettai una moneta nell'acqua della fontana.,La moneta si posò sul fondo.,La moneta si ruppe a metà.,effect,0,419,False
Il giocatore colpì la palla verso la buca.,La palla finì in buca.,La palla ripiegò indietro verso il giocatore.,effect,0,420,False
Inspirai la polvere in mansarda.,Ebbi il singhiozzo.,Starnutii.,effect,1,421,False
Il cassiere del negozio chiamò la sicurezza.,Il cliente aveva usato denaro contraffatto.,Il cliente aveva lasciato i fari accesi.,cause,0,422,False
Portai fuori la spazzatura.,La spazzatura faceva puzzare la cucina.,Buttai via accidentalmente la mia lista della spesa.,cause,0,423,False
La famiglia andò allo zoo.,I bambini ammirarono gli animali.,I bambini diedero la caccia agli animali.,effect,0,424,False
Il respiro dell'uomo era affannoso.,Aveva un'insufficienza renale.,Aveva una congestione polmonare.,cause,1,425,False
Avevo un biglietto in più per il concerto.,Chiesi al mio amico le indicazioni per la sala.,Chiesi al mio amico se era interessato a venire.,effect,1,426,False
Il condizionatore dentro casa si era rotto.,Tirai fuori le coperte.,Aprii le finestre.,effect,1,427,False
Al ragazzo doleva la schiena.,Il suo zaino era aperto.,Il suo zaino era pesante.,cause,1,428,False
Comprai un regalo a mia madre.,Le preparai una torta.,Era il suo compleanno.,cause,1,429,False
I narcisi nel giardino erano stati distrutti.,Un'ape aveva punto il giardiniere.,Degli scoiattoli avevano dissotterrato i bulbi.,cause,1,430,False
Strofinai il fiammifero.,La fiamma si estinse.,Il fiammifero produsse una fiamma.,effect,1,431,False
Le parti della controversia raggiunsero un'intesa.,Non volevano discutere in tribunale.,Volevano risanare i loro rapporti personali.,cause,0,432,False
I bambini furono mandati in orfanotrofio.,I loro genitori erano morti.,I loro genitori li avevano viziati.,cause,0,433,False
Il meteorite atterrò nell'oceano.,Si verificò uno tsunami.,Iniziò a grandinare.,effect,0,434,False
L'escursionista incontrò un serpente velenoso.,Si disidratò.,Andò in panico.,effect,1,435,False
Il forno diventò bollente.,Avevo accesso il forno.,Avevo messo il piatto in forno.,effect,0,436,False
Spremetti lo spicchio di limone.,Il limone ammuffì.,Il limone si spruzzò.,effect,1,437,False
La nazione scoprì un nuovo territorio.,La nazione abbandonò il territorio.,La nazione colonizzò il territorio.,effect,1,438,False
Il bicchiere si rovesciò dal tavolo.,Si frantumò su tutto il pavimento.,Atterrò su un mucchio di stracci.,effect,0,439,False
Il tavolo oscillava.,Il pavimento era irregolare.,Il pavimento era scivoloso.,cause,0,440,False
Il padre colse il figlio a mentire.,Suo figlio confessò la verità.,Il padre si fidò del figlio.,effect,0,441,False
La testa dell'uomo pulsava di dolore.,Prese lo sciroppo per la tosse.,Prese l'aspirina.,effect,1,442,False
Il treno rallentò.,Si avvicinava alla stazione.,Era in ritardo sulla tabella di marcia.,cause,0,443,False
L'uomo passò attraverso una terapia.,Aveva casi di malattie mentali in famiglia.,Gli era stata diagnosticata la depressione.,cause,1,444,False
La donna si afferrò la gola.,Aveva ingoiato del cibo.,Si era strozzata con il cibo.,cause,1,445,True
La donna aveva la gola infiammata.,La sua voce suonava rauca.,Parlava con un po' di accento.,effect,0,446,True
Il cane adocchiò la bistecca succulenta in tavola.,Sbavò.,Si sdraiò.,effect,0,447,False
Gli affari della donna avevano successo.,Licenziò i suoi impiegati.,Diventò ricca.,effect,1,448,False
Gli studenti uscirono dalla classe.,La campanella era suonata.,La maestra aveva dato i compiti.,cause,0,449,False
La donna sosteneva di aver visto un fantasma.,I suoi conoscenti espressero il loro scetticismo.,I suoi conoscenti le dimostrarono empatia.,effect,0,450,False
L'uomo perse il suo udito.,Era quasi affogato nell'oceano.,Era stato quasi ucciso da un'esplosione.,cause,1,451,False
Il bambino lasciò andare il filo del palloncino.,Il palloncino si sgonfiò.,Il palloncino si sollevò in aria.,effect,1,452,False
L'uomo perse l'abilità di parlare.,Aveva avuto un infarto.,Aveva fatto un respiro profondo.,cause,0,453,False
La donna inciampò sul marciapiede.,C'era una fessura nel cemento.,Sentì chiamare il proprio nome.,effect,0,454,False
L'uomo fece un tuffo a bomba in piscina.,Il bagnino si buttò dentro dopo di lui.,L'uomo infradiciò il bagnino.,effect,1,455,False
Presi degli antibiotici.,La mia infezione guarì.,La mia infezione si diffuse.,effect,0,456,False
Il semaforo diventò giallo.,L'autista spinse il pedale del freno.,L'autista suonò il clacson.,effect,0,457,False
Il contenitore di plastica si sciolse.,Immersi il contenitore nell'acqua fredda.,Misi il contenitore sui fornelli caldi.,cause,1,458,False
La macchina si era ammaccata.,Il guidatore aveva colpito un palo del telefono.,Il guidatore era passato col rosso.,cause,0,459,False
Il ragazzo studiò tutta la notte.,Saltò l'esame.,Passò l'esame.,effect,1,460,False
Il ragazzino si avvinghiò al bordo piscina.,Aveva paura di imparare a nuotare.,Il bagnino era in servizio.,cause,0,461,False
Misi la mano sul petto.,Sentii il battito del mio cuore.,La frequenza cardiaca accelerò.,effect,0,462,False
L'edificio adiacente al mio ufficio era in costruzione.,Il mio ufficio era affollato.,Il mio ufficio era rumoroso.,effect,1,463,False
La famiglia voleva conoscere i loro nuovi vicini.,La famiglia invitò i vicini a cena.,La famiglia salutò i vicini dal giardino.,effect,0,464,False
Dell'acqua schizzò fuori dalla piscina.,La nuotatrice si era tuffata in piscina.,La nuotatrice galleggiava in piscina.,cause,0,465,False
Mangiai una fetta di anguria.,Ingoiai un seme accidentalmente.,Mi scheggiai un dente accidentalmente.,effect,0,466,False
Il ragazzo inciampò.,La cerniera della sua giacca era aperta.,I lacci delle sue scarpe erano slegati.,cause,1,467,False
La donna indossò le cuffie.,Era distratta dal rumore.,Si era fatta i buchi alle orecchie.,cause,0,468,False
Riempii la mia bottiglia d'acqua.,Avevo bevuto tutta l'acqua.,L'avevo tenuta in frigorifero.,cause,0,469,False
Lo spettacolo televisivo fu censurato.,Conteneva del linguaggio volgare.,Aveva una trama complicata.,cause,0,470,False
La nave naufragò.,L'equipaggio annegò.,L'equipaggio incontrò dei pirati.,effect,0,471,False
Il ragazzo era perplesso circa l'indovinello.,Risolse l'indovinello.,Richiese un indizio.,effect,1,472,False
Il telefono squillò.,L'uomo riattaccò il telefono.,L'uomo rispose al telefono.,effect,1,473,False
La donna mi stava fissando.,La abbracciai.,Mi sentii a disagio.,effect,1,474,False
Il gruppo se ne andò dal museo.,Avevano scattato foto della mostra.,Avevano visto tutte le opere.,cause,1,475,False
L'uomo inizò a litigare con me.,Il mio amico mi presentò all'uomo.,Il mio amico mi difese.,effect,1,476,False
La gomma della mia bici era a terra.,Pompai aria nella gomma.,Cambiai marcia.,effect,0,477,False
La ragazza appariva pallida.,Suo padre le raccontò una storia.,Suo padre le sentì la fronte.,effect,1,478,False
La penna aveva finito l'inchiostro.,Usai una matita.,Firmai con il mio nome.,effect,0,479,False
All'uomo fu rifiutato un prestito.,Era indebitato.,Aveva avviato un'impresa.,cause,0,480,False
La ragazze restò a casa da scuola.,Aveva la varicella.,Si divertiva ad imparare la matematica.,cause,0,481,False
