premise,choice1,choice2,question,label,idx,changed
The doctor diagnosed the patient.,He identified the patient's symptoms.,He prescribed pills to the patient.,cause,0,331,False
I scratched my skin.,She was sweaty.,It itched.,cause,1,332,False
The man underwent emergency surgery.,He had lost control.,He had had a heart attack.,cause,1,333,False
The muscles on the man's arm jerked out.,He had contracted his arms.,He massaged his arms.,cause,0,334,False
The man raised his eyebrows.,He was surprised.,He felt discouraged.,cause,0,335,False
I excused my colleague's gaffe.,I thought he had good intentions.,I thought it was more judicious.,cause,0,336,False
The man stopped smoking.,He began to practice more.,He started waking up earlier.,effect,0,337,False
The woman punched the attacker's nose.,The body of the assailant fell lifeless.,The assailant began to bleed.,effect,1,338,False
The dart missed the center of the target.,The man had aimed badly.,The man was losing the game.,cause,0,339,False
The owner requested that an exterminator come to his home.,He discovered rats in the cellar.,He kept an ant farm in his room.,cause,0,340,False
I suggested to my host that they dine out.,I was too tired to prepare anything.,My host had extended his stay too long.,cause,0,341,False
The girl caught her brother peeking at his diary.,He began to hide the diary.,He bought a new diary.,effect,0,342,False
The woman lacked the rent money.,He worked overtime at work.,He quit his job.,effect,0,343,False
The little boy's hand withdrew quickly.,He had touched the hot stove.,He stroked the puppy dog's head.,cause,0,344,False
The company wanted to measure customer satisfaction.,They offered a discount to new customers.,They handed out a questionnaire to customers.,effect,1,345,False
The wooden floor was scratched.,The boy had thrown the pillows off the sofa.,The boy had dragged a chair across the floor.,cause,1,346,False
I shielded my face.,My enemy had mocked me.,My enemy had clenched his fist.,cause,1,347,False
The famous statue was burned.,She had been struck by lightning.,People came to worship her.,cause,0,348,False
I left the fruit out on the table.,The seeds fell from the fruit.,Midges circled the fruit.,effect,1,349,False
The dancer tore a ligament.,She was on tiptoe.,She had twisted her ankle.,cause,1,350,False
The boy had his shoes undone.,He had learned to tie them.,He had run around the playground.,cause,1,351,False
The book had captivated me.,I returned the book.,I lost track of time.,effect,1,352,False
The man had beliefs similar to those of his parents.,His parents had influenced him.,His parents had repudiated him.,cause,0,353,False
The car gradually slowed to a stop.,He had run out of gas.,The driver had fallen asleep.,cause,0,354,False
The man ate ice cream in the sun.,The ice cream lost its flavor.,Ice cream dripped from the cone.,effect,1,355,False
I hung a work of art in the room.,The carpet looked dirty.,The walls looked bare.,cause,1,356,False
I left work early.,I had a headache.,My boss held a meeting.,cause,0,357,False
The puppy soiled the carpet.,The owner scolded the puppy.,The owner gave the puppy a reward.,effect,0,358,False
I apologized to my friend.,My friend forgave me.,My friend was furious.,effect,0,359,False
The man stood out from the crowd.,He was carrying a backpack.,He wore a reflective vest.,cause,1,360,False
The witness lied under oath.,He completed his testimony.,He was accused of perjury.,effect,1,361,False
The woman dyed her hair.,He wanted a new look.,He wanted to go unnoticed.,cause,0,362,False
Immigrants were caught residing illegally in the country.,They found a job.,They were deported.,effect,1,363,False
The speaker made a joke.,The audience laughed.,The audience rose.,effect,0,364,False
I stared at the sun.,The sun blinded me.,The sun tanned my skin.,effect,0,365,False
I felt bored.,I snorted.,I yawned.,effect,1,366,False
The steak was difficult to cut.,The knife was blunt.,The steak was raw.,cause,0,367,True
The woman filed for bankruptcy.,He received maintenance checks.,He had taken on a huge debt.,cause,1,368,False
The lights in my friend's apartment were on.,I wondered if he had gone out.,I decided to go and visit it.,effect,1,369,False
I put the flower under my nose.,Petals fell from the flower.,I sensed the scent of the flower.,effect,1,370,False
The woman felt nostalgic.,She ran into a childhood friend.,He had scolded his children.,cause,0,371,False
The student procrastinated the topic.,He handed in the essay early.,He delivered an incomplete essay.,effect,1,372,False
My car broke down.,I went to the mall.,I called a mechanic.,effect,1,373,False
I threw the note away.,It was anonymous.,It was illegible.,cause,1,374,False
The bird flapped its wings.,She laid her eggs.,He soared into heaven.,effect,1,375,False
I parked in the driveway.,The garage was open.,The garage was full.,cause,1,376,False
The criminal aimed the gun at the victim.,The criminal lowered the gun.,The victim raised his hands.,effect,1,377,False
I was looking forward to the weekend.,I was planning to attend my uncle's funeral.,I was planning to attend my friend's wedding.,cause,1,378,False
Lost track of time.,I was daydreaming.,I was nauseated.,cause,0,379,False
The printout of the document was illegible.,The printer was almost out of ink.,The printer ran out of paper.,cause,0,380,False
The stadium played the national anthem.,The fans turned to the flag.,Fans rushed to the pitch.,effect,0,381,False
The dressing was bland.,I served him.,I put some salt in it.,effect,1,382,False
I put some paper towels on the spill.,The paper absorbed the liquid.,The spill left a sticky residue.,effect,0,383,False
The woman was interrupted as she read her book.,He bookmarked the page.,He read the book all over again.,effect,0,384,False
The plane encountered some turbulence.,The man tightened his seat belt.,The man looked out the window.,effect,0,385,False
The boy jumped.,The girl had ignored him.,The girl had teased him.,cause,1,386,False
The doctors gave the patient an artificial limb.,They had amputated her leg.,They had monitored his vital functions.,cause,0,387,False
The boy pinched the girl's elbow.,She shrugged.,She jerked her arm away.,effect,1,388,False
I asked my friend for advice.,I valued his opinion.,I knew I was right.,cause,0,389,False
The boy walked in the mud.,The mud clung to his shoes.,The mud hit him in the face.,effect,0,390,False
Several centimeters of snow settled on the city.,The schools closed.,People hid underground.,effect,0,391,False
The clerk's shift was over.,He went home for that day.,He threatened to quit.,effect,0,392,False
The tree damaged the house.,The tree had fallen on the roof.,The tree shaded the garden.,cause,0,393,False
The wood split in half.,I had stacked the wood in the fireplace.,I had dropped an ax blow on the wood.,cause,1,394,False
The family congratulated the couple.,The couple announced that they were separating.,The couple announced they were having a baby.,cause,1,395,False
The girl had sent the boy a Valentine's Day.,She liked him.,She had kissed him.,cause,0,396,False
I nodded at my friend's statement.,I was confused.,I agreed with him.,cause,1,397,False
Friends tossed a coin.,They wanted to find a compromise.,They wanted to make the right decision.,cause,1,398,True
The timer had gone off in the kitchen.,The man unloaded the groceries into the refrigerator.,The man took the pizza out of the oven.,effect,1,399,False
The woman set an ambitious goal.,He beat the slack.,He worked hard.,effect,1,400,False
The rich man died of old age.,His son got into some legal trouble.,His son inherited his fortune.,effect,1,401,False
The woman stepped on the flames.,The flames went out.,Smoke rose from the flames.,effect,0,402,False
The woman's car was at the mechanic.,Her license had been withdrawn.,It had ended up in an accident.,cause,1,403,False
I fell asleep again after waking up.,I made breakfast.,I skipped breakfast.,effect,1,404,False
The public figure stepped out of the limo.,Cameras blinded him with flashes.,His family attended the press conference.,effect,0,405,False
The woman lingered in the tub.,The bath water became lukewarm.,The tub drained of the bath water.,effect,0,406,False
The college student wanted to meet other students on campus.,He joined a fraternity.,He graduated in engineering.,effect,0,407,False
I lifted the sofa cushions.,I was looking for coins.,I was rearranging the living room.,cause,0,408,True
The wasp flew towards the boy.,The boy ran away.,The boy picked up a flower.,effect,0,409,False
The woman was charged with a minor offense.,She was sentenced to perform social services.,She was put on death row.,effect,0,410,False
I mixed some sugar into the hot tea.,The tea was smoking.,The sugar dissolved.,effect,1,411,False
The veteran walked lame.,He had been drafted for the war.,He was injured in battle.,cause,1,412,False
The criminal escaped the police.,The police took care of the victim.,The police pursued the criminal.,effect,1,413,False
The laptop did not turn on.,I had dropped it.,I had loaded it.,cause,0,414,False
The woman ran out of space in her closet.,He had bought a large wardrobe.,He had folded the laundry.,cause,0,415,True
The man was heartbroken.,The wife had given birth.,His wife had left him.,cause,1,416,False
The man got a diploma.,He became qualified for the job he wanted.,His job offer was withdrawn.,effect,0,417,False
The man's voice spread clearly throughout the entire audience.,He greeted the audience.,He spoke into the microphone.,cause,1,418,False
I threw a coin into the water of the fountain.,The coin landed on the bottom.,The coin broke in half.,effect,0,419,False
The player hit the ball towards the hole.,The ball landed in the hole.,The ball folded back towards the player.,effect,0,420,False
I inhaled the dust in the attic.,I had the sob.,I sneeze.,effect,1,421,False
The store cashier called security.,The customer had used counterfeit money.,The customer had left the headlights on.,cause,0,422,False
I took out the garbage.,The garbage made the kitchen stink.,I accidentally threw my shopping list away.,cause,0,423,False
The family went to the zoo.,The children admired the animals.,The children hunted the animals.,effect,0,424,False
The man's breathing was heavy.,He had kidney failure.,He had pulmonary congestion.,cause,1,425,False
I had an extra ticket for the concert.,I asked my friend for directions to the room.,I asked my friend if he was interested in coming.,effect,1,426,False
The air conditioner inside the house had broken.,I pulled out the covers.,I opened the windows.,effect,1,427,False
The boy's back ached.,His backpack was open.,His backpack was heavy.,cause,1,428,False
I bought my mother a gift.,I made her a cake.,It was her birthday.,cause,1,429,False
The daffodils in the garden had been destroyed.,A bee had stung the gardener.,Squirrels had unearthed the bulbs.,cause,1,430,False
I struck the match.,The flame went out.,The match produced a flame.,effect,1,431,False
The parties to the dispute reached an understanding.,They didn't want to argue in court.,They wanted to heal their personal relationships.,cause,0,432,False
The children were sent to an orphanage.,Their parents were dead.,Their parents had spoiled them.,cause,0,433,False
The meteorite landed in the ocean.,A tsunami occurred.,It began to hail.,effect,0,434,False
The hiker encountered a poisonous snake.,He became dehydrated.,He panicked.,effect,1,435,False
The oven got hot.,I had the oven on.,I had put the dish in the oven.,effect,0,436,False
Squeeze the lemon wedge.,The lemon moldy.,The lemon splashed.,effect,1,437,False
The nation discovered a new territory.,The nation left the territory.,The nation colonized the territory.,effect,1,438,False
The glass fell off the table.,It shattered all over the floor.,He landed on a pile of rags.,effect,0,439,False
The table swayed.,The floor was uneven.,The floor was slippery.,cause,0,440,False
The father caught his son lying.,His son confessed the truth.,The father trusted his son.,effect,0,441,False
The man's head throbbed with pain.,He took the cough syrup.,He took the aspirin.,effect,1,442,False
The train slowed.,He was approaching the station.,He was late on schedule.,cause,0,443,False
The man went through therapy.,He had cases of mental illness in his family.,He had been diagnosed with depression.,cause,1,444,False
The woman grabbed her throat.,He had swallowed some food.,She had choked on food.,cause,1,445,True
The woman had a sore throat.,His voice sounded hoarse.,He spoke with a little accent.,effect,0,446,True
The dog eyed the succulent steak on the table.,He drooled.,He lay down.,effect,0,447,False
The woman's business was successful.,He fired his employees.,He became rich.,effect,1,448,False
The students left the classroom.,The bell had rang.,The teacher had given her homework.,cause,0,449,False
The woman claimed to have seen a ghost.,His acquaintances expressed their skepticism.,Her acquaintances showed her empathy.,effect,0,450,False
The man lost his hearing.,He nearly drowned in the ocean.,He had nearly been killed by an explosion.,cause,1,451,False
The child let go of the balloon thread.,The balloon deflated.,The balloon rose into the air.,effect,1,452,False
The man lost the ability to speak.,He had had a heart attack.,He took a deep breath.,cause,0,453,False
The woman tripped on the sidewalk.,There was a crack in the concrete.,He heard his name called.,effect,0,454,False
The man took a bomb dip in the pool.,The lifeguard jumped in after him.,The man drenched the lifeguard.,effect,1,455,False
I took some antibiotics.,My infection was cured.,My infection spread.,effect,0,456,False
The traffic light turned yellow.,The driver pushed the brake pedal.,The driver honked the horn.,effect,0,457,False
The plastic container melted.,Immerse the container in cold water.,I put the container on the hot stove.,cause,1,458,False
The car was dented.,The driver had hit a telephone pole.,The driver had passed in red.,cause,0,459,False
The boy studied all night.,He skipped the exam.,He passed the exam.,effect,1,460,False
The little boy clung to the poolside.,He was afraid of learning to swim.,The lifeguard was on duty.,cause,0,461,False
I put my hand on my chest.,I felt my heart beat.,Heart rate quickened.,effect,0,462,False
The building adjacent to my office was under construction.,My office was crowded.,My office was noisy.,effect,1,463,False
The family wanted to meet their new neighbors.,The family invited the neighbors to dinner.,The family greeted the neighbors from the garden.,effect,0,464,False
Water splashed out of the pool.,The swimmer had dived into the pool.,The swimmer floated in the pool.,cause,0,465,False
I ate a slice of watermelon.,I swallowed a seed accidentally.,I accidentally chipped my tooth.,effect,0,466,False
The boy stumbled.,The zipper of his jacket was open.,Her shoelaces were untied.,cause,1,467,False
The woman put on the headphones.,She was distracted by the noise.,She had pierced her ears.,cause,0,468,False
I filled my water bottle.,I had drunk all the water.,I had kept it in the refrigerator.,cause,0,469,False
The TV show was censored.,It contained foul language.,It had a complicated plot.,cause,0,470,False
The ship was wrecked.,The crew drowned.,The crew encountered pirates.,effect,0,471,False
The boy was perplexed about the riddle.,He solved the riddle.,He asked for a clue.,effect,1,472,False
The phone rang.,The man hung up the phone.,The man answered the phone.,effect,1,473,False
The woman was staring at me.,I hugged her.,I felt uncomfortable.,effect,1,474,False
The group left the museum.,They had taken photos of the exhibition.,They had seen all the works.,cause,1,475,False
The man started arguing with me.,My friend introduced me to the man.,My friend defended me.,effect,1,476,False
The tire of my bike was on the ground.,I pumped air into the tire.,I changed gear.,effect,0,477,False
The girl looked pale.,Her father told her a story.,Her father felt her forehead.,effect,1,478,False
The pen was out of ink.,I used a pencil.,I signed my name.,effect,0,479,False
The man was refused a loan.,He was in debt.,He had started a business.,cause,0,480,False
The girl stayed home from school.,He had chickenpox.,He enjoyed learning math.,cause,0,481,False
The garbage can was full.,I threw it in the dumpster.,I dumped it down the sink.,effect,0,482,False
I vacuumed the carpet.,My roommate had spilled a cocktail.,My dog had lost some hair.,cause,1,483,False
The man went into a rage.,He turned off the computer.,He threw a chair across the room.,effect,1,484,False
The girl threw a twig into the bonfire.,The twig burned.,The fire went out.,effect,0,485,False
The man got out of the shower.,The hot water was out.,He couldn't find a towel.,cause,0,486,False
Parents wanted their children to go to college.,They set aside a savings fund for the tuition.,They encouraged their children to play outdoors.,effect,0,487,False
The man untied his shoes.,Shoes loosened.,The shoes wore out.,effect,0,488,False
The man ate half of the first.,He refrigerated the leftovers.,He memorized the recipe.,effect,0,489,False
My ankle was swollen.,I put ice on it.,I rubbed some lotion on it.,effect,0,490,False
The door to my office was open.,I spoke to the colleague at my desk.,I overheard the conversation in the hall.,effect,1,491,False
I had to wait in line.,I sat up.,I leafed through a magazine.,effect,1,492,False
The man swatted the fly.,The fly buzzed away.,The fly remained motionless.,effect,0,493,True
The man wrote a will.,He was dying.,He was a widower.,cause,0,494,False
The runner sensed that his rival was on his way.,He abandoned the race.,He accelerated the pace.,effect,1,495,False
I thought about the problem carefully.,I asked for advice.,I sensed a solution.,effect,1,496,False
The traveler walked on the rickety suspension bridge.,He felt terrified.,He felt ecstatic.,effect,0,497,False
The man had predicted the team's victory.,He met with his friends to watch the game.,He made a bet with his friends.,effect,1,498,False
The boy could not fall asleep.,He set the alarm clock.,He counted the sheep.,effect,1,499,False
